ID       faithfulness    informativeness_step informativeness_chain faithfulness_ww repetition_word repetition_step reasoning_alignment external_hallucination redundancy      common_sense_error missing_step    semantic_coverage_step semantic_coverage_chain discourse_representation coherence_step_vs_step perplexity_step perplexity_chain perplexity_step_max grammar_step    grammar_step_max
0        0.3075355291366577 0.200407920566748 0.5953478068113327 0.8249271037308504 1.0             1.0             0.5017362833023071 0.6549700790665298 0.5017362833023071 0.577918421218234 0.1025359258055687 0.7611715108156204 0.7311283648014069 0.9743498545140028 0.9991266487631947 0.003853334379332887 0.003853334379332887 0.003853334379332887 0.9625697731971741 0.9625697731971741
1        0.4181991517543793 0.3232412497482954 0.7489219754934311 0.8507800979746712 0.16343678906559944 0.4042440801858902 0.3797806426882744 0.52520685603983 0.23808251321315765 0.6297395616995054 0.23808251321315765 0.9851322323083878 0.7558868229389191 0.8720691204071045 0.7864670753479004 0.012772219279199037 0.020652398411263408 0.012603451901812118 0.9621007740497589 0.9296144843101501
2        0.2518548369407654 0.16052696507634415 0.546651691198349 0.6377088386135324 1.0             1.0             0.22326868772506714 0.41889222572485707 0.22326868772506714 0.2862882586200427 0.08711335808038712 0.7730816255013149 0.6102529615163803 0.0008943676948547363 0.9991921079345047 9.433509828167359e-06 9.433509828167359e-06 9.433509828167359e-06 0.7944335341453552 0.7944335341453552
3        N/A             N/A             N/A             N/A             N/A             N/A             N/A             N/A             N/A             N/A             N/A             N/A             N/A             N/A             N/A             N/A             N/A             N/A             N/A             N/A            
4        0.2518548369407654 0.15731094523143002 0.546651691198349 0.6382882944422086 1.0             1.0             0.08711335808038712 0.3170282744264541 0.08711335808038712 0.2862882586200427 0.031309567391872406 0.8464993610978127 0.5336369425058365 0.0008943676948547363 0.9991921079345047 9.433509828167359e-06 9.433509828167359e-06 9.433509828167359e-06 0.7944335341453552 0.7944335341453552
5        0.2518548369407654 0.15731094400037143 0.546651691198349 0.6382882944422086 1.0             1.0             0.10549367964267731 0.33077942309875485 0.10549367964267731 0.29798152390618093 0.020014643669128418 0.8792306929826736 0.5574168898165226 0.0008943676948547363 0.9991921079345047 9.433509828167359e-06 9.433509828167359e-06 9.433509828167359e-06 0.7944335341453552 0.7944335341453552
6        0.2518548369407654 0.15731094509226687 0.546651691198349 0.6382882944422086 1.0             1.0             0.10549372434616089 0.33077945654344987 0.10549372434616089 0.31223245933442634 0.0016629723832011223 0.8699168413877487 0.5315862186253071 0.0008943676948547363 0.9991921079345047 9.433509828167359e-06 9.433509828167359e-06 9.433509828167359e-06 0.7944335341453552 0.7944335341453552
7        0.2518548369407654 0.1573109448139406 0.546651691198349 0.6382882944422086 1.0             1.0             0.08416259288787842 0.31482067372035516 0.08416259288787842 0.2823419857180074 0.0448734387755394 0.8260054240624111 0.536162082105875 0.0008943676948547363 0.9991921079345047 9.433509828167359e-06 9.433509828167359e-06 9.433509828167359e-06 0.7944335341453552 0.7944335341453552
8        0.2518548369407654 0.15377524607075668 0.546651691198349 0.6382882944422086 1.0             1.0             0.09046818315982819 0.31953817058254774 0.09046818315982819 0.2862882586200427 0.013719412498176098 0.779340739051501 0.5424761213362217 0.0008943676948547363 0.9991921079345047 9.433509828167359e-06 9.433509828167359e-06 9.433509828167359e-06 0.7944335341453552 0.7944335341453552
9        0.2518548369407654 0.15377524588991734 0.546651691198349 0.6382882944422086 1.0             1.0             0.21730278432369232 0.41442886395183987 0.21730278432369232 0.2862882586200427 -0.02367309294641018 0.801340604821841 0.5531010851264 0.0008943676948547363 0.9991921079345047 9.433509828167359e-06 9.433509828167359e-06 9.433509828167359e-06 0.7944335341453552 0.7944335341453552
10       0.2518548369407654 0.1537752446782938 0.5466516800224781 0.6382882944422086 1.0             1.0             0.10866883397102356 0.3331548994514737 0.10866883397102356 0.3103238706946838 0.043405402451753616 0.8826859990755718 0.5668269693851471 0.0008943676948547363 0.9991921079345047 9.433509828167359e-06 9.433509828167359e-06 9.433509828167359e-06 0.7944335341453552 0.7944335341453552
11       0.2518548369407654 0.15377524585374946 0.546651691198349 0.6382882944422086 1.0             1.0             0.1297236979007721 0.3489069940593854 0.1297236979007721 0.2823419857180074 0.047818735241889954 0.7795175276696682 0.5456708781421185 0.0008943676948547363 0.9991921079345047 9.433509828167359e-06 9.433509828167359e-06 9.433509828167359e-06 0.7944335341453552 0.7944335341453552
12       N/A             N/A             N/A             N/A             N/A             N/A             N/A             N/A             N/A             N/A             N/A             N/A             N/A             N/A             N/A             N/A             N/A             N/A             N/A             N/A            
13       N/A             N/A             N/A             N/A             N/A             N/A             N/A             N/A             N/A             N/A             N/A             N/A             N/A             N/A             N/A             N/A             N/A             N/A             N/A             N/A            
14       0.14747990667819977 0.10489140212777547 0.5370775908231735 0.774818350848005 1.0             1.0             0.7163611650466919 0.7581921939559191 0.7163611650466919 0.5647804850539875 0.01666790433228016 0.6379314623773098 0.7159462720155716 0.9457614608108997 0.998139729257673 0.04744232941290472 0.04744232941290472 0.04744232941290472 0.9542842507362366 0.9542842507362366
15       0.41659677028656006 0.29297103204399993 0.6499528288841248 0.8241180989822005 1.0             1.0             0.5287041068077087 0.7250444537609368 0.5287041068077087 0.5967771844744796 0.21894502639770508 0.9206844766934712 0.738661915063858 0.9530900418758392 0.9993749766144902 0.010840904511278077 0.010840904511278077 0.010840904511278077 0.8210047483444214 0.8210047483444214
16       0.20596569776535034 0.1290864264845605 0.5437868312001228 0.6208056603009805 1.0             1.0             0.08784136921167374 0.27571475807467793 0.08784136921167374 0.21465349566706138 0.08092556893825531 0.722632000843684 0.5481850020587444 0.0010524392127990723 0.9991921079345047 9.433509828167359e-06 9.433509828167359e-06 9.433509828167359e-06 0.7944335341453552 0.7944335341453552
17       0.20596569776535034 0.13669307132146624 0.5437868312001228 0.6208056603009805 1.0             1.0             0.08711335808038712 0.2751366922640277 0.08711335808038712 0.2305078457421028 0.036882322281599045 0.844224639236927 0.5333802811801434 0.00048828125   0.9991921079345047 9.433509828167359e-06 9.433509828167359e-06 9.433509828167359e-06 0.7944335341453552 0.7944335341453552
18       0.506773422161738 0.3942493123293115 0.6971617043018341 0.8525141328573227 0.13079051048524915 0.14712893962860107 0.7382688919703165 0.8277283850544386 0.6945065259933472 0.5217797211161326 0.4312048554420471 0.9481396426757177 0.8657394647598267 0.9407016336917877 0.9949238239787519 0.021353602160944344 0.048960157280988945 0.012014553391199908 0.9770857493082682 0.9564101099967957
19       N/A             N/A             N/A             N/A             N/A             N/A             N/A             N/A             N/A             N/A             N/A             N/A             N/A             N/A             N/A             N/A             N/A             N/A             N/A             N/A            
20       0.2059657722711563 0.1344468164112499 0.5437868312001228 0.6208056851362492 1.0             1.0             0.10866883397102356 0.29225254593153194 0.10866883397102356 0.2529032546803083 -0.021184194833040237 0.7308682985603809 0.5174165833741426 0.00048828125   0.9991921079345047 9.433509828167359e-06 9.433509828167359e-06 9.433509828167359e-06 0.7944335341453552 0.7944335341453552
21       0.20596566796302795 0.13444676307300407 0.5437868312001228 0.6208056503668731 1.0             1.0             0.15050147473812103 0.3254690059272911 0.15050147473812103 0.2305078457421028 0.08711335808038712 0.9052501022815704 0.5763401389122009 0.00048828125   0.9991921079345047 9.433509828167359e-06 9.433509828167359e-06 9.433509828167359e-06 0.7944335341453552 0.7944335341453552
22       0.20596566796302795 0.13444676259232144 0.5437868312001228 0.6208056503668731 1.0             1.0             0.09702268242835999 0.28300500879746604 0.09702268242835999 0.22692402772440268 -0.02301809936761856 0.8631751487652461 0.5589689575135708 0.00048828125   0.9991921079345047 9.433509828167359e-06 9.433509828167359e-06 9.433509828167359e-06 0.7944335341453552 0.7944335341453552
