ID       faithfulness    informativeness_step informativeness_chain faithfulness_ww repetition_word repetition_step reasoning_alignment external_hallucination redundancy      common_sense_error missing_step    semantic_coverage_step semantic_coverage_chain discourse_representation coherence_step_vs_step perplexity_step perplexity_chain perplexity_step_max grammar_step    grammar_step_max
0        0.5857924968004227 0.545439734471485 0.7610430149361491 0.8734041153547784 1.0             1.0             0.7177071571350098 0.8830721863857818 0.7177071571350098 0.8803146628497305 0.4751184117048979 0.8126104876399041 0.7955438867211342 0.7889816910028458 0.9953740341588855 0.012764172303987959 0.012764172303987959 0.012764172303987959 0.8803828358650208 0.8803828358650208
1        0.6187000051140785 0.5706885865299902 0.7760103456676006 0.8807332034992214 1.0             1.0             0.8012219071388245 0.9242059142086005 0.8012219071388245 0.9152589644865472 0.5293556600809097 0.9021665453910828 0.8303429260849953 0.2621738910675049 0.9887748165056109 0.03791357105915216 0.03791357105915216 0.03791357105915216 0.90348219871521 0.90348219871521
2        0.5962593331933022 0.5505221717447115 0.7632240550592542 0.8678879771552748 1.0             1.0             0.6343507319688797 0.8523725207077345 0.6343507319688797 0.8570643035853635 0.48134137876331806 0.8568727274735769 0.7559078666381538 0.7793190479278564 0.9981158640002832 0.016791890352577665 0.016791890352577665 0.016791890352577665 0.9878111481666565 0.9878111481666565
3        0.5857925266027451 0.5454397500110527 0.7610430149361491 0.8734041174835158 1.0             1.0             0.7160727679729462 0.8823952185933979 0.7160727679729462 0.8790736605551515 0.49668576987460256 0.8667398318648338 0.7905501946806908 0.7889816910028458 0.9953740341588855 0.012764172303987959 0.012764172303987959 0.012764172303987959 0.8803828358650208 0.8803828358650208
4        0.6259274184703827 0.5786554726157149 0.7733258455991745 0.8191441472211043 1.0             1.0             0.5435566790401936 0.8292570686066135 0.5435566790401936 0.8215720646550106 0.5156547836959362 0.9232496805489063 0.7668184712529182 0.0008943676948547363 0.9991921079345047 9.433509828167359e-06 9.433509828167359e-06 9.433509828167359e-06 0.7944335341453552 0.7944335341453552
5        0.6259274184703827 0.5786554720001857 0.7733258455991745 0.8191441472211043 1.0             1.0             0.5527468398213387 0.8326948557746887 0.5527468398213387 0.8244953809765452 0.5100073218345642 0.9396153464913368 0.7787084449082613 0.0008943676948547363 0.9991921079345047 9.433509828167359e-06 9.433509828167359e-06 9.433509828167359e-06 0.7944335341453552 0.7944335341453552
6        0.6259274184703827 0.5786554725461335 0.7733258455991745 0.8191441472211043 1.0             1.0             0.5527468621730804 0.8326948641358625 0.5527468621730804 0.8280581148336066 0.5008314861916006 0.9349584206938744 0.7657931093126535 0.0008943676948547363 0.9991921079345047 9.433509828167359e-06 9.433509828167359e-06 9.433509828167359e-06 0.7944335341453552 0.7944335341453552
7        0.6259274184703827 0.5786554724069704 0.7733258455991745 0.8191441472211043 1.0             1.0             0.5420812964439392 0.8287051684300888 0.5420812964439392 0.8205854964295018 0.5224367193877697 0.9130027120312055 0.7680810410529375 0.0008943676948547363 0.9991921079345047 9.433509828167359e-06 9.433509828167359e-06 9.433509828167359e-06 0.7944335341453552 0.7944335341453552
8        0.6259274184703827 0.5768876230353783 0.7733258455991745 0.8191441472211043 1.0             1.0             0.5452340915799141 0.8298845426456369 0.5452340915799141 0.8215720646550106 0.506859706249088 0.8896703695257505 0.7712380606681108 0.0008943676948547363 0.9991921079345047 9.433509828167359e-06 9.433509828167359e-06 9.433509828167359e-06 0.7944335341453552 0.7944335341453552
9        0.6259274184703827 0.5768876229449587 0.7733258455991745 0.8191441472211043 1.0             1.0             0.6086513921618462 0.85360721598796 0.6086513921618462 0.8215720646550106 0.4881634535267949 0.9006703024109205 0.7765505425632 0.0008943676948547363 0.9991921079345047 9.433509828167359e-06 9.433509828167359e-06 9.433509828167359e-06 0.7944335341453552 0.7944335341453552
10       0.6259274184703827 0.5768876223391469 0.7733258455991745 0.8191441472211043 1.0             1.0             0.5543344169855118 0.8332887248628684 0.5543344169855118 0.827580967673671 0.5217027012258768 0.9413429995377859 0.7834135107696056 0.0008943676948547363 0.9991921079345047 9.433509828167359e-06 9.433509828167359e-06 9.433509828167359e-06 0.7944335341453552 0.7944335341453552
11       0.6259274184703827 0.5768876229268747 0.7733258455991745 0.8191441472211043 1.0             1.0             0.564861848950386 0.8372267485148464 0.564861848950386 0.8205854964295018 0.523909367620945 0.8897587638348341 0.7728354390710592 0.0008943676948547363 0.9991921079345047 9.433509828167359e-06 9.433509828167359e-06 9.433509828167359e-06 0.7944335341453552 0.7944335341453552
12       0.602982833981514 0.5645432057157767 0.7718934156000614 0.8104028251834365 1.0             1.0             0.5475983992218971 0.8203887985568511 0.5475983992218971 0.804742229584052 0.515691751614213 0.8575840275734663 0.7752473633736372 0.0010524392127990723 0.9991921079345047 9.433509828167359e-06 9.433509828167359e-06 9.433509828167359e-06 0.7944335341453552 0.7944335341453552
13       0.602982833981514 0.5645432062016841 0.7718934156000614 0.8104028251834365 1.0             1.0             0.5435566790401936 0.8187841662644715 0.5435566790401936 0.804742229584052 0.47345028445124626 0.9542549178004265 0.7694881968200207 0.0010524392127990723 0.9991921079345047 9.433509828167359e-06 9.433509828167359e-06 9.433509828167359e-06 0.7944335341453552 0.7944335341453552
14       0.8065007229646047 0.7837293708184059 0.9120975881814957 0.9429920890908332 0.05514368787407875 0.07309401035308838 0.8127584035197893 0.9311707751157172 0.7269288748502731 0.9015325166306729 0.7699509859085083 0.9482734991858403 0.9493090808391571 0.5217280387878418 0.7032663226127625 0.020190497311370834 0.0684670818316409 0.005514282668460961 0.984252909819285 0.9479008913040161
15       0.7145239450037479 0.6973247147549916 0.8577878549695015 0.9414962554207215 0.07788148293128383 0.15868080407381058 0.8495199680328369 0.9241789347267815 0.8031448423862457 0.9157891124765731 0.8025093078613281 0.9665677982072035 0.9330125153064728 0.9142938405275345 0.9957771971821785 0.013644250976020697 0.030127778669685426 0.003842919323735541 0.96266308426857 0.9366989135742188
16       0.566457599401474 0.5392592476267094 0.7648775465786457 0.8707638776300609 1.0             1.0             0.7160727679729462 0.8769055062316964 0.7160727679729462 0.8782637303162288 0.4972914622630924 0.8247907509406408 0.8005777448415756 0.40749287605285645 0.9953740341588855 0.012764172303987959 0.012764172303987959 0.012764172303987959 0.8803828358650208 0.8803828358650208
17       0.6029828488826752 0.5683465356607331 0.7718934156000614 0.8104028301504903 1.0             1.0             0.5435566790401936 0.8187841730660069 0.5435566790401936 0.8076269614355257 0.5184411611407995 0.9221123196184635 0.7666901405900717 0.00048828125   0.9991921079345047 9.433509828167359e-06 9.433509828167359e-06 9.433509828167359e-06 0.7944335341453552 0.7944335341453552
18       0.5812381356954575 0.5480900615224988 0.7648775465786457 0.872748649898388 1.0             1.0             0.7113502621650696 0.8791244976532271 0.7113502621650696 0.8784505637322506 0.49531906051561236 0.8537816032767296 0.8016549870371819 0.40749287605285645 0.9953740341588855 0.012764172303987959 0.012764172303987959 0.012764172303987959 0.8803828358650208 0.8803828358650208
19       0.5789016410708427 0.5335148032323739 0.7240909673273563 0.8537916374392948 1.0             1.0             0.5338159948587418 0.8036906804759943 0.5338159948587418 0.8035216433650532 0.521911233663559 0.8371433938543001 0.7759056389331818 0.12340229749679565 0.9992534190532751 0.0011592222754360758 0.0011592222754360758 0.0011592222754360758 0.99118971824646 0.99118971824646
20       0.6029828861355782 0.5672234082056249 0.7718934156000614 0.8104028425681246 1.0             1.0             0.5543344169855118 0.823063136482883 0.5543344169855118 0.8132258136700771 0.4894079025834799 0.8654341492801905 0.7587082916870713 0.00048828125   0.9991921079345047 9.433509828167359e-06 9.433509828167359e-06 9.433509828167359e-06 0.7944335341453552 0.7944335341453552
